,fav_number,retweet_count,tweet_count,tweet_location,year,month,totalLettersName,link_hue,link_sat,link_vue,sidebar_hue,sidebar_sat,sidebar_vue,gender_catg
1065,0.0005750017968806152,0.0,0.0044763719884669895,1,1.0,0.2727272727272727,0.4545454545454546,0.047817625799277175,0.752,0.98,0.5571030640668524,0.19,0.929,0
1070,0.03088238817412971,0.0,0.00495528514880516,1,0.5555555555555429,0.6363636363636364,0.8181818181818182,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
1072,0.00035937612305038456,0.0,0.00226750720813175,1,1.0,0.7272727272727273,0.8181818181818182,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
1075,0.017920889336112508,0.0,0.022948736744367884,0,0.8888888888888857,0.9999999999999999,1.0,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
1076,0.0,0.0,0.0,0,1.0,0.8181818181818182,0.7272727272727272,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
1077,0.027384460576439302,0.0,0.03995015393637297,1,0.7777777777777715,0.2727272727272727,0.36363636363636365,0.04253544620517098,0.978,0.533,0.12534818941504178,0.019,0.8270000000000001,1
1078,0.010326073935647715,0.0,0.016341689879294338,0,0.3333333333333144,0.4545454545454545,0.6363636363636364,0.0,0.9520000000000001,0.7290000000000001,0.5573816155988858,0.968,0.9690000000000001,0
1080,0.04025012578164307,0.0,0.035302741533499486,0,0.5555555555555429,0.9999999999999999,0.4545454545454546,0.572977481234362,0.11900000000000001,0.761,0.0,0.0,1.0,1
1081,0.0006947938378974101,0.0,0.0002541171871182134,1,1.0,0.7272727272727273,0.5454545454545455,0.5732554906866834,0.728,0.851,0.0,0.0,0.0,1
1083,0.013201082920050792,0.0,0.003670038606264966,0,1.0,0.36363636363636365,0.8181818181818182,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
1084,0.00929586238290328,0.0,0.05600840541465084,1,0.3333333333333144,0.36363636363636365,0.6363636363636364,0.22435362802335282,0.9640000000000001,0.329,0.0,0.0,0.9329999999999999,1
1086,0.007139605644600973,0.0,0.003264428480672433,1,0.3333333333333144,0.2727272727272727,0.5454545454545455,0.5732554906866834,0.728,0.851,0.0,0.0,0.0,0
1089,0.06844917223699658,0.0,0.02711234911792015,1,0.8888888888888857,0.2727272727272727,0.4545454545454546,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
1090,0.007019813603584178,0.0,0.0012656990666080241,1,0.3333333333333144,0.36363636363636365,0.9090909090909091,0.047817625799277175,0.752,0.98,0.0,0.0,0.0,1
1091,0.012961498838017203,0.0,0.0031618042320285394,1,0.8888888888888857,0.4545454545454545,0.5454545454545455,0.5732554906866834,0.728,0.851,0.0,0.0,0.0,1
1092,0.15640048875152734,0.0,0.11741191418658066,0,0.44444444444442865,0.9999999999999999,0.5454545454545455,0.5118154017236586,0.21100000000000002,0.8200000000000001,0.0,0.0,1.0,0
1093,0.023838616162342174,0.0,0.039793774128915604,1,0.5555555555555429,0.1818181818181818,0.9090909090909091,0.5471226021684737,0.8440000000000001,0.78,0.0,0.0,1.0,0
1094,0.06015956299863437,0.0,0.03201387870791184,1,0.8888888888888857,0.0,0.4545454545454546,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
1095,0.1172524497472388,0.0,0.06380784831158676,0,0.3333333333333144,0.1818181818181818,0.4545454545454546,0.41201000834028356,0.79,0.7290000000000001,0.7721448467966574,0.215,0.529,1
1097,0.03581782026402166,0.0,0.017480330352343254,1,0.22222222222220012,0.36363636363636365,0.36363636363636365,0.0,0.8390000000000001,0.659,0.0,0.0,1.0,0
1098,0.002300007187522461,0.0,0.00152470312270928,1,0.8888888888888857,0.4545454545454545,0.36363636363636365,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
1099,0.022808404609597738,0.0,0.011049210770659238,0,0.44444444444442865,0.4545454545454545,0.36363636363636365,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
1101,0.15481923381010565,0.0,0.006831842838293505,0,0.7777777777777715,0.4545454545454545,0.9090909090909091,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
1103,0.009942739404393972,0.0,0.001133753604065875,1,1.0,0.7272727272727273,1.0,0.9799833194328608,0.792,0.867,0.0,0.0,0.0,1
1104,0.029852176621385274,0.0,0.33571323852807505,1,0.5555555555555429,0.0,0.4545454545454546,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
1109,0.1980641606171686,0.0,0.04368860870840053,0,0.8888888888888857,0.2727272727272727,0.7272727272727272,0.9054767862107312,0.778,0.6,0.0,0.0,0.0,1
1113,0.009679196914157024,0.0,0.23494111322875436,1,0.5555555555555429,0.09090909090909091,0.6363636363636364,0.5070892410341952,0.706,0.706,0.0,0.0,1.0,1
1114,0.0,0.0,0.08668328202120901,0,1.0,0.7272727272727273,0.4545454545454546,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
1115,0.0,0.0,0.05931192884718761,0,1.0,0.7272727272727273,0.4545454545454546,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
1119,0.015069838759912791,0.0,0.10847871768557885,1,0.44444444444442865,0.5454545454545454,1.0,0.542118432026689,1.0,0.8,0.0,0.0,1.0,0
1121,0.12043891803828553,0.0,0.5110883057225236,1,0.5555555555555429,0.8181818181818182,0.4545454545454546,0.16680567139282737,0.938,0.502,0.0,0.0,0.0,0
1123,0.26366228227796545,0.0,0.1486438938572057,1,0.22222222222220012,0.9090909090909091,0.7272727272727272,0.5732554906866834,0.728,0.851,0.0,0.0,0.0,1
1131,0.38481995256235174,0.0,0.20252162439524998,1,0.7777777777777715,0.5454545454545454,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,1.0,1
1135,0.011236493447375357,0.0,0.0027561941064360063,1,0.7777777777777715,0.2727272727272727,0.5454545454545455,0.9582985821517932,0.793,0.816,0.0,0.0,1.0,0
1137,0.5719351206305853,0.0,0.164179250354298,1,0.5555555555555429,0.6363636363636364,0.7272727272727272,0.5448985265499028,1.0,0.706,0.0,0.0,1.0,0
1141,0.046455353506313045,0.0,0.010140253139813322,0,0.7777777777777715,0.09090909090909091,0.9090909090909091,0.9783152627189324,0.302,0.961,0.0,0.0,0.0,1
1143,0.0009822947363377177,0.0,0.3634559937448077,1,0.22222222222220012,0.7272727272727273,0.4545454545454546,0.5448985265499028,1.0,0.706,0.0,0.0,1.0,0
1149,0.0010062531445410767,0.0,0.13909983873332357,1,0.3333333333333144,0.2727272727272727,0.18181818181818177,0.9799833194328608,0.792,0.867,0.0,0.0,0.0,0
1150,0.02328757277366492,0.0,0.004349313394907883,0,0.8888888888888857,0.36363636363636365,0.6363636363636364,0.9799833194328608,0.792,0.867,0.5571030640668524,0.19,0.929,1
1151,0.026210498574474713,0.0,0.027845379465376536,0,0.5555555555555429,0.2727272727272727,0.5454545454545455,0.3060884070058382,0.5860000000000001,0.569,0.0,0.0,0.0,1
1153,0.003066676250029948,0.0,0.004202707325416606,0,1.0,0.7272727272727273,0.7272727272727272,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
1155,0.046311603057092886,0.0,0.3207203244881005,1,0.44444444444442865,0.6363636363636364,0.5454545454545455,0.0,0.0,0.0,0.0,0.0,0.0,0
1157,0.08220129854572462,0.0,0.029560670478424474,0,0.7777777777777715,0.1818181818181818,0.8181818181818182,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
1159,0.12573372625122786,0.0,0.07106484875140497,0,0.7777777777777715,0.5454545454545454,0.2727272727272727,0.0,0.929,0.549,0.0,0.0,0.0,0
1162,0.002491674453149333,0.0,0.008341885354053658,0,1.0,0.36363636363636365,0.2727272727272727,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
1163,0.04626368624068617,0.0,0.12281190441284269,1,0.5555555555555429,0.8181818181818182,0.9090909090909091,0.5396163469557965,0.8029999999999999,0.937,0.6128133704735376,0.2,0.11800000000000001,0
1166,0.09530654783296198,0.0,0.005370669012363778,0,0.7777777777777715,0.1818181818181818,0.8181818181818182,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
1167,0.024485493183832866,0.0,0.027410448125885747,1,0.6666666666666572,0.0,0.5454545454545455,0.9455101473450098,0.9390000000000001,0.706,0.5119777158774373,0.573,0.863,1
1175,0.08471693140707731,0.0,0.24103992571959146,1,0.3333333333333144,0.36363636363636365,0.6363636363636364,0.6196830692243537,0.133,0.41200000000000003,0.6128133704735376,0.2,0.11800000000000001,0
1176,0.07542106902417403,0.0,0.03686653960807311,1,0.8888888888888857,0.36363636363636365,0.18181818181818177,0.0,0.0,0.0,0.0,0.0,0.0,0
1177,0.0033781355566736147,0.0,0.022924302399452673,1,0.3333333333333144,0.2727272727272727,0.7272727272727272,0.5732554906866834,0.728,0.851,0.0,0.0,0.0,0
1180,0.0446105560746544,0.0,0.012217172457606411,1,0.5555555555555429,0.7272727272727273,0.6363636363636364,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
1181,0.10627949879010039,0.0,0.039485901382983926,1,1.0,0.09090909090909091,0.4545454545454546,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
1182,0.02623445698267807,0.0,0.0016615354542344719,1,0.5555555555555429,0.6363636363636364,0.6363636363636364,0.6922435362802336,1.0,0.733,0.4292479108635097,0.24300000000000002,0.71,0
1185,0.05551163180718273,0.0,0.044788154229585105,1,0.8888888888888857,0.4545454545454545,0.6363636363636364,0.7392271337225466,0.5,0.8,0.5571030640668524,0.19,0.929,1
1186,0.0,0.0,0.0002932121389825539,0,1.0,0.09090909090909091,0.2727272727272727,0.03336113427856548,1.0,1.0,0.5119777158774373,0.193,0.6509999999999999,1
1187,0.5359256331009368,0.0,0.15860821971362948,1,0.8888888888888857,0.0,0.7272727272727272,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
1189,0.013871918349744843,0.0,0.009524507647949959,0,0.8888888888888857,0.9090909090909091,0.18181818181818177,0.3060884070058382,0.5860000000000001,0.569,0.0,0.0,0.0,0
1190,0.11500035937612306,0.0,0.17701705517275082,1,0.7777777777777715,0.9090909090909091,0.7272727272727272,0.7392271337225466,0.5,0.8,0.0,0.0,1.0,1
1191,0.06315436402405425,0.0,0.1750623075795338,1,0.11111111111111427,0.0,0.18181818181818177,0.5732554906866834,0.728,0.851,0.24094707520891365,0.638,0.737,0
1198,0.29396966865521457,0.0,0.03768753359722426,1,0.6666666666666572,0.9090909090909091,0.9090909090909091,0.07756463719766472,0.9009999999999999,0.871,0.0,0.0,1.0,0
1199,0.0016291717578284098,0.0,0.0867859062698529,1,0.6666666666666572,0.0,0.5454545454545455,0.0,0.9790000000000001,0.929,0.0,0.0,1.0,0
1200,0.000838544287117564,0.0,4.8868689830425645e-05,0,1.0,0.5454545454545454,0.8181818181818182,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
1201,0.0049593904980953065,0.0,0.0017983677857596639,1,0.3333333333333144,0.6363636363636364,0.4545454545454546,0.8340283569641368,0.802,0.929,0.6128133704735376,0.2,0.11800000000000001,1
1202,0.0,0.0,0.5539705810487221,0,0.7777777777777715,0.1818181818181818,1.0,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
1203,0.0,0.0,0.055412207398719646,0,0.7777777777777715,0.1818181818181818,0.8181818181818182,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
1205,0.016171925537267304,0.0,0.019444851683526367,1,0.22222222222220012,0.8181818181818182,1.0,0.5471226021684737,0.8440000000000001,0.78,0.5515320334261838,0.168,0.9329999999999999,0
1206,0.07810441074295024,0.0,0.0011728485559302155,0,1.0,0.09090909090909091,0.5454545454545455,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
1208,0.0011979204101679485,0.0,0.020969554806235646,1,0.5555555555555429,0.0,0.5454545454545455,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
1211,0.03275114401399171,0.0,0.006045056932023653,0,0.5555555555555429,0.2727272727272727,0.6363636363636364,0.0,1.0,1.0,0.5612813370473537,0.537,0.855,0
1212,0.1138024389659551,0.0,0.048946879734154326,0,0.6666666666666572,0.6363636363636364,0.9090909090909091,0.9391159299416181,0.86,0.8390000000000001,0.5571030640668524,0.19,0.929,1
1217,0.07017417762763842,0.0,0.03925621854078092,1,0.5555555555555429,0.6363636363636364,0.7272727272727272,0.6057825966082847,1.0,1.0,0.0,0.0,1.0,0
1219,0.02903759074247107,0.0,0.034457313199433126,0,1.0,0.2727272727272727,0.2727272727272727,0.3060884070058382,0.5860000000000001,0.569,0.0,0.0,0.0,0
1220,0.018447974316586405,0.0,0.6191027708547134,1,0.44444444444442865,0.1818181818181818,0.7272727272727272,0.3060884070058382,0.5860000000000001,0.569,0.0,0.0,1.0,0
1222,0.00043125134766046146,0.0,0.009192200557103064,1,0.6666666666666572,0.9999999999999999,0.8181818181818182,0.19349457881567972,0.9259999999999999,0.47500000000000003,0.0,0.0,0.0,0
1223,0.12209204820431731,0.0,0.6611445047158285,1,0.5555555555555429,0.36363636363636365,0.6363636363636364,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
1224,0.022209444404513765,0.0,0.02715144406978449,1,0.7777777777777715,0.0,0.7272727272727272,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
1225,0.05088765902393445,0.0,0.027767189561647854,1,0.6666666666666572,0.7272727272727273,0.4545454545454546,0.22435362802335282,0.9640000000000001,0.329,0.0,0.0,0.9329999999999999,1
1227,0.0049593904980953065,0.0,0.0012217172457606412,1,0.7777777777777715,0.9090909090909091,0.18181818181818177,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
1230,0.03148134837921369,0.0,0.07214484679665738,1,0.3333333333333144,0.09090909090909091,0.8181818181818182,0.0,0.36100000000000004,1.0,0.0,0.0,1.0,1
1232,0.13766501353650062,0.0,0.020407564873185752,1,0.5555555555555429,0.09090909090909091,0.5454545454545455,0.9582985821517932,0.793,0.816,0.23871866295264624,0.401,0.616,1
1233,0.05646996813531709,0.0,0.6039192689244002,1,0.3333333333333144,0.36363636363636365,0.4545454545454546,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
1234,0.0,0.0,0.550740360650931,0,0.7777777777777715,0.1818181818181818,1.0,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
1237,0.0893409041903256,0.0,0.020280506279626645,0,1.0,0.36363636363636365,0.5454545454545455,0.9799833194328608,0.792,0.867,0.0,0.0,0.0,1
1239,0.08802319173914086,0.0,0.004280897229145287,1,0.6666666666666572,0.9090909090909091,0.7272727272727272,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
1242,2.395840820335897e-05,0.0,0.19892488882373063,1,0.3333333333333144,0.09090909090909091,1.0,0.5448985265499028,1.0,0.706,0.0,0.0,1.0,0
1244,0.8794173315124943,0.0,0.3353467233543469,1,0.3333333333333144,0.7272727272727273,1.0,0.3060884070058382,0.5860000000000001,0.569,0.0,0.0,0.0,1
1247,0.001605213349625051,0.0,0.004657186140839564,1,0.3333333333333144,0.36363636363636365,0.6363636363636364,0.9582985821517932,0.793,0.816,0.23871866295264624,0.401,0.616,1
1248,0.5906466374374086,0.0,0.2429262571470459,1,0.3333333333333144,0.4545454545454545,0.36363636363636365,0.7589658048373645,0.821,0.659,0.0,0.0,0.0,1
1251,0.024341742734612714,0.0,0.0649709231295509,1,0.3333333333333144,0.1818181818181818,0.6363636363636364,0.3055323881011955,0.363,0.831,0.0,0.0,1.0,1
1252,0.04949807134813963,0.0,0.39082246004984605,1,0.3333333333333144,0.09090909090909091,0.6363636363636364,0.542118432026689,1.0,0.8,0.0,0.0,1.0,0
1256,0.0283188384963703,0.0,0.016375897962175635,1,0.44444444444442865,0.9090909090909091,0.5454545454545455,0.5704753961634695,0.5579999999999999,0.886,0.0,0.0,0.0,1
1259,0.1796641031169889,0.0,0.03745296388603822,0,0.5555555555555429,0.8181818181818182,0.9090909090909091,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
1260,0.005246891396535614,0.25,0.0037531153789766895,1,0.3333333333333144,0.9090909090909091,0.36363636363636365,0.5448985265499028,1.0,0.706,0.25069637883008355,0.019,0.42,0
1262,0.007403148134837921,0.0,0.002873478962029028,1,1.0,0.4545454545454545,0.8181818181818182,0.9582985821517932,0.793,0.816,0.23871866295264624,0.401,0.616,1
1263,0.004767723232468435,0.0,0.05204026780042027,1,0.3333333333333144,0.0,0.36363636363636365,0.5448985265499028,1.0,0.706,0.27743732590529246,0.214,0.863,0
1264,0.004168763027384461,0.0,0.1846356839173142,1,0.44444444444442865,0.9999999999999999,0.8181818181818182,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
1267,0.0,0.0,0.0026340223818599423,0,1.0,0.36363636363636365,0.5454545454545455,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
1269,0.5918205994393733,0.0,0.16871915163954454,1,0.5555555555555429,0.4545454545454545,0.5454545454545455,0.5293299972199055,1.0,0.725,0.5119777158774373,0.573,0.863,1
1270,0.00011979204101679485,0.0,0.011132287543370962,0,1.0,0.0,0.6363636363636364,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
1271,0.08169817197345408,0.0,0.1718369740507257,1,0.3333333333333144,0.9999999999999999,0.7272727272727272,0.0,1.0,1.0,0.0,0.0,1.0,1
1273,0.023143822324444764,0.0,0.03632409715095539,1,0.44444444444442865,0.4545454545454545,0.36363636363636365,0.9799833194328608,0.792,0.867,0.0,0.0,1.0,0
1275,0.0,0.0,0.5529980941210966,0,0.7777777777777715,0.1818181818181818,0.8181818181818182,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
1277,0.0,0.0,0.011635635048624346,1,0.44444444444442865,0.8181818181818182,0.6363636363636364,0.6116207951070337,0.9840000000000001,0.478,0.0,0.0,1.0,0
1278,0.24509451592036224,0.0,0.01836485363827396,1,0.5555555555555429,0.7272727272727273,0.5454545454545455,0.7425632471504032,1.0,1.0,0.0,0.0,1.0,1
1279,0.15410048156400488,0.0,0.10075257782338855,0,0.5555555555555429,0.7272727272727273,1.0,0.5448985265499028,1.0,0.706,0.6030640668523677,0.32,0.9690000000000001,0
1280,0.848487026521958,0.0,0.13614816986756587,1,1.0,0.6363636363636364,0.36363636363636365,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
1281,0.0,0.0,0.5518008112202512,0,0.7777777777777715,0.1818181818181818,1.0,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
1282,0.06849708905340329,0.0,0.030914333186727264,1,0.44444444444442865,0.7272727272727273,0.6363636363636364,0.0,1.0,1.0,0.5612813370473537,0.537,0.855,1
1283,0.0,0.0,0.5518790011239799,0,0.7777777777777715,0.1818181818181818,0.9090909090909091,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
1284,0.5136922302882196,0.0,0.02228900943165714,1,0.6666666666666572,0.5454545454545454,1.0,0.5448985265499028,1.0,0.706,0.0,0.0,0.0,0
1285,0.7489637988452047,0.0,0.10248741631236866,0,0.6666666666666572,0.9999999999999999,0.7272727272727272,0.22435362802335282,0.9640000000000001,0.329,0.0,0.0,1.0,1
1287,7.18752246100769e-05,0.0,0.07951913209206861,1,0.8888888888888857,0.2727272727272727,0.8181818181818182,0.3672504865165416,1.0,0.7020000000000001,0.5571030640668524,0.19,0.929,0
1288,0.0,0.0,0.5519327566827934,0,0.7777777777777715,0.1818181818181818,0.8181818181818182,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
1290,0.0029708426172165123,0.0,0.0035771880955871574,1,0.3333333333333144,0.36363636363636365,0.4545454545454546,0.011398387545176535,0.8,0.922,0.6128133704735376,0.2,0.11800000000000001,0
1291,0.0017250053906418459,0.0,0.0005766505399990226,1,0.3333333333333144,0.4545454545454545,0.7272727272727272,0.0,0.0,0.267,0.0,0.0,0.0,0
1294,0.030115719111622224,0.0,0.032952157552656014,0,0.7777777777777715,0.4545454545454545,0.6363636363636364,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
1295,0.43925345600038335,0.0,0.45330107999804525,1,0.3333333333333144,0.7272727272727273,0.6363636363636364,0.5448985265499028,1.0,0.706,0.0,0.0,1.0,0
1296,0.1956683197968327,0.0,0.06415481600938279,1,0.3333333333333144,0.5454545454545454,0.4545454545454546,0.41256602724492636,0.276,0.78,0.0,0.0,0.9329999999999999,1
1297,0.00301875943362323,0.0,0.040248252944338564,1,0.3333333333333144,0.1818181818181818,0.4545454545454546,0.6224631637475675,0.583,0.451,0.5119777158774373,0.193,0.6509999999999999,0
1298,0.0,0.0,0.5534672335434687,0,0.7777777777777715,0.1818181818181818,0.7272727272727272,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
1299,0.002491674453149333,0.0,0.03962762058349216,0,0.44444444444442865,0.5454545454545454,0.5454545454545455,0.5448985265499028,1.0,0.706,0.6030640668523677,0.32,0.9690000000000001,0
1300,0.027767795107693047,0.0,0.040228705468406394,1,0.44444444444442865,0.0,0.7272727272727272,0.5293299972199055,1.0,0.725,0.5119777158774373,0.573,0.863,1
1303,0.02954071731474161,0.0,0.0019254263793187705,0,0.7777777777777715,0.7272727272727273,0.6363636363636364,0.11898804559355018,0.698,1.0,0.0,0.0,0.0,1
1304,0.010972950957138407,0.25,0.0065484044372770365,1,0.5555555555555429,0.2727272727272727,0.4545454545454546,0.5479566305254379,0.197,0.278,0.0,0.0,1.0,0
1306,0.07951795682694841,0.0,0.10025900405610125,0,0.5555555555555429,0.5454545454545454,0.8181818181818182,0.7392271337225466,0.5,0.8,0.0,0.0,1.0,1
1307,0.006588562255923716,0.0,0.0020378243659287493,1,0.7777777777777715,0.2727272727272727,0.4545454545454546,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
1309,0.09073049186612042,0.0,0.015838342374040953,1,0.6666666666666572,0.0,0.7272727272727272,0.04253544620517098,0.978,0.533,0.5571030640668524,0.19,0.929,0
1310,0.014758379453269126,0.0,0.08444020915799247,1,0.5555555555555429,0.5454545454545454,0.4545454545454546,0.9349457881567974,0.42600000000000005,0.792,0.11281337047353761,0.36,0.8390000000000001,1
1311,0.14811087951316515,0.0,0.02410203782436593,1,0.3333333333333144,0.9090909090909091,0.5454545454545455,0.0,0.0,0.0,0.0,0.0,1.0,1
1316,0.0,0.0,0.03183795142452231,1,1.0,0.1818181818181818,1.0,0.5732554906866834,0.728,0.851,0.0,0.0,0.0,1
1317,0.13970147823378615,0.0,0.044802814836534234,1,0.7777777777777715,0.4545454545454545,0.18181818181818177,0.9293855991103699,0.778,0.6,0.0,0.0,0.0,1
1321,0.00862502695320923,0.0,0.02097932854420173,1,0.3333333333333144,0.7272727272727273,0.36363636363636365,0.5448985265499028,1.0,0.706,0.0,0.0,1.0,0
1322,0.044706389707467833,0.0,0.03611396178468455,0,0.7777777777777715,0.9090909090909091,1.0,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
1323,0.004552097558638204,0.0,0.6441675218687387,1,0.3333333333333144,0.7272727272727273,0.7272727272727272,0.8009452321378928,0.9420000000000001,0.878,0.8356545961002786,0.579,0.922,1
1325,0.0027073001269795637,0.0,0.2345208424962127,1,0.3333333333333144,0.8181818181818182,1.0,0.047817625799277175,0.752,0.98,0.0,0.0,1.0,0
1326,0.041735547090251325,0.0,0.03172066656892929,1,0.7777777777777715,0.4545454545454545,0.2727272727272727,0.8532110091743119,0.8890000000000001,0.922,0.0,0.0,1.0,1
1327,0.17285991518723495,0.0,0.0033768264672824123,1,0.7777777777777715,0.5454545454545454,0.7272727272727272,0.35779816513761464,0.579,0.42,0.0,0.0,1.0,1
1329,0.4088741943985242,0.0,0.308151297463715,1,0.44444444444442865,0.36363636363636365,0.5454545454545455,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
1330,0.0005031265722705384,0.0,0.00037140204271123495,1,1.0,0.36363636363636365,0.6363636363636364,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
1332,0.004360430293011332,0.0,0.015344768606753652,1,0.3333333333333144,0.4545454545454545,0.36363636363636365,0.6783430636641646,1.0,0.7020000000000001,0.0,0.0,1.0,0
1333,0.0010541699609477946,0.0,0.0022968284220300055,1,0.7777777777777715,0.7272727272727273,0.9090909090909091,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
1336,0.0,0.0,0.056194106436006454,1,1.0,0.2727272727272727,0.9090909090909091,0.9847094801223242,0.753,0.38,0.0,0.0,0.0,1
1337,0.013656292675914613,0.0,0.04065874993891414,1,0.5555555555555429,0.6363636363636364,0.9090909090909091,0.5732554906866834,0.728,0.851,0.0,0.0,0.0,0
1339,0.010326073935647715,0.0,0.1751062894003812,0,0.7777777777777715,0.0,0.5454545454545455,0.15902140672782877,0.773,0.43100000000000005,0.0,0.0,0.0,1
1341,0.07302522820383814,0.0,0.10190587890338659,0,0.5555555555555429,0.9999999999999999,0.6363636363636364,0.0,0.9390000000000001,0.451,0.0,0.0,0.0,0
1342,0.00812190038093869,0.0,0.005282705370669012,1,0.7777777777777715,0.2727272727272727,0.8181818181818182,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
1344,0.00011979204101679485,0.0,0.0036407173923667106,1,0.3333333333333144,0.8181818181818182,0.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.9329999999999999,0
1345,0.024317784326409353,0.0,0.19817719786932514,1,0.3333333333333144,0.2727272727272727,0.6363636363636364,0.5140394773422297,0.902,0.961,0.0,0.0,0.0,1
1347,0.0042885550684012555,0.0,0.006093925621854078,0,0.5555555555555429,0.9999999999999999,0.6363636363636364,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
1348,9.583363281343588e-05,0.0,0.0073889459023603575,1,0.3333333333333144,0.7272727272727273,0.4545454545454546,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
1349,0.00016770885742351278,0.0,0.12707814103503887,0,0.8888888888888857,0.9999999999999999,1.0,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
1354,7.18752246100769e-05,0.0,0.1905390216488296,1,0.22222222222220012,0.2727272727272727,0.5454545454545455,0.5471226021684737,0.8440000000000001,0.78,0.0,0.0,0.0,0
1355,0.010877117324324972,0.0,0.026604114743683724,0,0.3333333333333144,0.1818181818181818,0.4545454545454546,0.9582985821517932,0.793,0.816,0.23871866295264624,0.401,0.616,1
1356,0.0,0.0,1.4660606949127695e-05,0,1.0,0.8181818181818182,0.8181818181818182,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,0
1357,0.09046694937588347,0.0,0.03053804427503299,1,0.6666666666666572,0.8181818181818182,0.6363636363636364,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
1358,0.12355351110472221,0.0,0.04141621463128574,0,0.6666666666666572,0.6363636363636364,0.9090909090909091,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
1360,0.0012697956347780253,0.0,0.04653765332551434,1,1.0,0.1818181818181818,0.36363636363636365,0.5448985265499028,1.0,0.706,0.5571030640668524,0.19,0.929,1
1361,0.015429214882963177,0.0,0.0038801739725357965,0,0.7777777777777715,0.36363636363636365,0.5454545454545455,0.047817625799277175,0.752,0.98,0.0,0.0,0.0,1
